wmo,cycle,date,latitude,longitude
7902144,19,2025-08-19T23:11:58Z,-69.858,-34.117
7902146,3,2025-03-10T02:28:40Z,-69.312,-35.729
7902146,35,2026-02-01T05:09:48Z,-65.853,-47.452
7902150,7,2025-07-14T10:25:55Z,-41.214,135.593
7902151,19,2025-11-15T03:52:10Z,-42.809,141.102
7902152,1,2025-05-13T13:40:28Z,-45.089,149.288
7902152,13,2025-09-14T00:08:15Z,-42.665,155.584
7902153,35,2026-04-29T07:13:15Z,-50.544,159.661
7902154,10,2025-08-15T13:05:08Z,-56.415,170.245
7902156,9,2026-04-26T11:32:38Z,-42.142,72.806
7902157,7,2026-04-18T01:27:30Z,-48.747,145.31
7902160,8,2026-03-16T03:17:11Z,-62.61,13.924
7902160,15,2026-05-27T03:59:59Z,-62.973,17.224
7902161,1,2026-01-04T00:09:48Z,-65.002,14.316
7902163,6,2026-03-12T05:32:18Z,-60.861,-72.332
7902165,9,2026-04-11T09:12:28Z,-61.215,-79.253
7902166,14,2026-06-29T15:11:10Z,-54.203,-48.331
7902167,2,2026-01-26T16:02:48Z,-56.559,-80.627
7902167,4,2026-02-16T06:12:42Z,-56.31,-78.518
7902168,14,2026-07-05T01:54:38Z,-50.111,-51.514
7902170,24,2024-12-04T09:04:14Z,0.47,73.942
7902178,26,2025-05-31T11:34:39Z,-46.713,23.977
7902179,17,2025-04-17T11:42:39Z,-46.397,17.889
7902190,52,2025-09-23T12:53:40Z,,
7902195,89,2025-07-08T01:06:27Z,77.055,-3.918
7902199,14,2024-09-18T22:48:38Z,40.294,-128.214
7902199,16,2024-10-09T10:02:50Z,40.502,-128.146
7902199,74,2026-05-25T17:25:41Z,38.517,-127.18
7902200,18,2025-01-25T03:07:47Z,7.115,64.58
7902203,29,2024-10-27T11:29:00Z,67.417,-1.53
7902226,43,2026-03-08T18:09:19Z,24.849,-54.089
7902226,52,2026-06-07T13:46:35Z,24.484,-55.639
7902227,11,2025-11-12T04:21:08Z,-28.483,6.054
7902250,9,2025-03-24T13:35:00Z,-1.814,85.42
7902250,16,2025-06-02T13:33:00Z,-1.279,84.059
7902260,94,2026-06-28T10:54:20Z,38.299,16.918
7902261,23,2025-08-21T11:56:32Z,-62.623,-4.823
7902261,30,2025-11-01T07:03:11Z,-62.703,-5.535
7902261,35,2025-12-22T15:22:39Z,-62.76,-6.045
7902262,31,2025-12-31T20:49:04Z,-63.783,-36.737
7902263,7,2025-10-03T17:13:42Z,19.499,132.438
7902263,11,2025-11-14T01:34:49Z,19.699,132.994
7902264,5,2025-08-18T20:15:35Z,56.126,175.538
7902265,12,2025-12-13T06:15:28Z,0.849,170.12
7902265,22,2026-03-25T22:01:46Z,-0.409,-174.442
7902266,22,2025-11-01T01:30:36Z,27.617,-158.164
7902266,46,2026-07-05T09:36:13Z,27.289,-161.18
7902267,3,2026-03-03T20:31:57Z,-49.354,121.008
7902268,14,2026-06-14T08:43:04Z,-38.391,64.335
7902269,9,2026-07-01T04:08:32Z,35.552,-159.759
7902270,6,2026-05-25T01:31:16Z,31.028,-131.276
7902270,9,2026-06-24T22:06:59Z,30.949,-131.633
7902270,10,2026-07-05T05:46:30Z,31.01,-131.754
7902277,16,2025-09-25T08:10:58Z,-24.574,-9.595
7902277,18,2025-10-15T09:46:47Z,-24.289,-10.018
7902295,9,2026-01-14T13:11:10Z,-64.464,2.514
7902295,16,2026-02-21T04:39:21Z,-64.472,2.42
7902312,12,2025-12-31T01:58:24Z,1.675,80.806
7902313,23,2026-03-09T22:32:27Z,-18.043,1.625
7902313,34,2026-06-28T21:34:24Z,-17.341,2.533
7902327,1,2026-05-21T21:21:18Z,26.021,-93.799
7902327,5,2026-07-01T05:28:01Z,24.511,-92.141
7902334,73,2026-06-08T16:02:14Z,41.604,17.997
7902378,9,2026-06-11T14:33:53Z,-47.337,134.613
7902382,3,2026-03-23T02:50:08Z,-56.293,-54.73
7902382,4,2026-04-02T06:12:29Z,-54.343,-53.666
7902382,11,2026-06-12T04:54:28Z,-52.155,-46.69
